Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Loan Amount Request (USD),Dependents,Property ID,Location,Property Price,Loan Sanction Amount (USD)
C-2258,Antonietta Keitt,F,18,2224.35,Low,State servant,113686.53,2,953,Semi-Urban,158641.46,79580.57
C-37367,Leslie Tokarski,M,26,5400.66,Low,Commercial associate,122485.9,3,954,Semi-Urban,167174.54,79615.83
C-26910,Gertrud Digennaro,M,40,4889.8,Low,Working,106173.43,3,890,Semi-Urban,144336.77,79630.07
C-38061,Damaris Parra,F,39,1394.11,Low,Working,122517.04,6,351,Semi-Urban,150364.09,79636.08
C-18427,Erich Grimm,F,32,3502.16,Low,Working,113813.28,1,567,Semi-Urban,152151.25,79669.3
C-17548,Danny Crinklaw,M,60,3014.45,High,Pensioner,113816.35,2,705,Semi-Urban,136632.94,79671.44
C-1060,Regenia Mcentire,M,37,3268.08,Low,Working,113861.07,1,637,Semi-Urban,171731.49,79702.75
C-4048,Lakiesha Ruder,,65,2197.56,High,Pensioner,106283.97,3,353,Semi-Urban,187901.86,79712.98
C-33471,Teri Liston,M,46,2833.58,Low,State servant,113909.46,4,229,Rural,162743.87,79736.62
C-36985,Katrina Kenley,M,52,1602.9,Low,Commercial associate,122679.27,2,776,Semi-Urban,231074.63,79741.53
C-28882,Nana Mccleery,,60,2648.28,High,Pensioner,106323.64,2,632,Semi-Urban,181045.39,79742.73
C-37628,Genaro Diem,M,18,2322.41,Low,Commercial associate,122689.06,2,899,Urban,186213.27,79747.89
C-23869,Zoraida Kenley,M,21,5544.39,Low,Commercial associate,106346.5,0,766,Urban,136118.47,79759.88
C-5390,Donald Halliwell,M,40,1295.21,Low,State servant,106356.57,2,138,Semi-Urban,192604.06,79767.43
C-38034,Janelle Ray,F,56,801.58,Low,State servant,99713.31,4,500,Semi-Urban,127185.78,79770.65
C-21069,Mariana Bober,F,62,4345.62,Low,Commercial associate,113961.42,3,517,Semi-Urban,197494.41,79772.99
C-11309,Tawana Kwiecien,F,20,2734.58,Low,Working,106381.31,2,564,Semi-Urban,172510.7,79785.98
C-34536,Yolonda Danziger,F,49,3404.44,Low,Commercial associate,113985.75,3,505,Rural,150670.12,79790.02
C-39916,Dori Wideman,F,43,2899.87,Low,Working,99770.88,1,469,Semi-Urban,176672.98,79816.7
C-45589,Leslie Holt,F,33,1755.54,Low,State servant,88693.3,3,237,Semi-Urban,123934.6,79823.97
C-3820,Flora Vidrio,M,40,2650.77,Low,Working,122815.36,4,496,Rural,216955.34,79829.98
C-33753,Luciana Summerfield,F,50,1514.2,Low,Working,99792.45,3,529,Semi-Urban,180551.83,79833.96
C-584,Opal Mulvihill,M,55,1306.08,Low,Working,114066.26,3,686,Semi-Urban,204809.9,79846.38
C-39046,Raina Postma,F,61,4306.14,Low,Working,122851.07,3,624,Urban,151686.23,79853.2
C-23399,Genoveva Mccluney,M,20,1859.96,Low,Working,114098.21,0,92,Urban,178418.67,79868.75
C-28736,Ferne Mcfarland,F,18,2573.4,Low,Commercial associate,122889.47,3,905,Rural,227674.18,79878.16
C-34146,Pattie Steil,F,40,2624.57,Low,Commercial associate,114130.02,3,742,Semi-Urban,183102.87,79891.01
C-36748,Christene Morgenstern,F,41,2724.84,Low,Working,122912.6,3,722,Semi-Urban,226867.23,79893.19
C-7925,Kiyoko Bayne,F,56,2094.79,Low,Commercial associate,122919.96,1,95,Semi-Urban,211529.34,79897.97
C-36857,Earlie Kmetz,F,58,5662.11,Low,Commercial associate,106555.52,2,500,Urban,137198.18,79916.64
C-1914,Gilda Lanterman,M,62,3038.58,Low,Working,122971.19,2,407,Semi-Urban,181685.9,79931.27
C-35023,Stephaine Twilley,M,58,2864.72,Low,Working,123012.61,1,460,Semi-Urban,212424.65,79958.2
C-38825,Hellen Bruneau,F,65,2434.89,High,Pensioner,99950.82,1,925,Semi-Urban,148829.26,79960.66
C-41055,Leanne Straughter,F,30,2104.79,Low,Working,123021.28,2,985,Semi-Urban,158629.35,79963.83
C-8342,Albertina Scalf,M,65,2701.26,High,Pensioner,99959.88,4,99,Semi-Urban,121806.22,79967.9
C-35413,Sol Poquette,M,65,3107.61,High,Pensioner,99961.7,2,527,Semi-Urban,131889.75,79969.36
C-9100,Milagros Mcfarland,F,35,2104.17,Low,Commercial associate,123033.7,3,912,Semi-Urban,211891.49,79971.9
C-31517,Alanna Rodriques,M,63,2102.36,High,Pensioner,114251.81,1,824,Semi-Urban,197200.41,79976.27
C-9088,Riley Handley,F,30,1688.35,Low,Commercial associate,123048.28,4,966,Semi-Urban,230288.12,79981.38
C-35308,Blossom Clinard,M,31,1612.48,Low,Working,99981.43,2,149,Semi-Urban,110240.45,79985.14
C-24459,Gricelda Dale,M,51,2021.96,Low,Commercial associate,114273.33,4,791,Urban,185723.98,79991.33
C-13265,Lida Godfrey,F,50,2353.01,Low,Working,123074.94,3,374,Semi-Urban,231860.82,79998.71
C-23527,Pattie Link,F,18,1751.73,Low,Working,114290.31,1,784,Semi-Urban,207401.92,80003.22
C-46062,Merideth Liz,M,65,4804.51,High,Pensioner,100006.26,2,937,Rural,115089.21,80005.01
C-14960,Pauletta Lightford,F,46,6216.24,Low,Commercial associate,114299.89,4,411,Urban,213282.01,80009.92
C-7127,Elva Hadaway,M,49,2667.44,Low,Commercial associate,114303.83,3,87,Semi-Urban,177366.07,80012.68
C-36277,Zoraida Harsh,M,37,3093.3,Low,Working,114312.34,1,703,Semi-Urban,137930.2,80018.64
C-19357,Lorriane Sherlock,F,19,1520.22,Low,Commercial associate,100093.04,0,816,Rural,188523.03,80074.43
C-12986,Kraig Stackpole,F,44,3202.29,Low,Working,114402.58,1,305,Semi-Urban,125996.81,80081.81
C-2339,Meghann Conard,F,65,3187.67,High,Pensioner,100111.65,2,798,Semi-Urban,170733.68,80089.32
C-40895,Herma Goya,M,18,1444.78,Low,Working,114423.35,2,597,Rural,169575.63,80096.34
C-31823,Milagros Loos,F,54,2788.21,Low,Commercial associate,100128.22,2,919,Semi-Urban,131067.5,80102.58
C-32143,Geraldine Toledo,M,42,2350.94,Low,Working,123235.02,4,827,Semi-Urban,156600.05,80102.76
C-18335,Alla Mckeown,F,45,2678.51,Low,Commercial associate,114453.88,1,721,Rural,209369.1,80117.72
C-16713,Jeanine Calico,F,27,3569.98,Low,Commercial associate,100166.45,2,661,Rural,141785.96,80133.16
C-4591,Laureen Jelley,F,26,2008.46,Low,Working,123288.5,1,256,Semi-Urban,165203.35,80137.53
C-4187,Wiley Bean,F,18,4988.11,Low,Working,114509.31,2,950,Urban,171770.25,80156.52
C-14005,Christene Silver,M,18,1961.82,Low,Commercial associate,114511.45,3,863,Semi-Urban,130953.4,80158.02
C-1578,Deanna Gaston,M,41,1008.31,Low,Commercial associate,114518.24,2,972,Rural,204407.38,80162.77
C-23355,Enid Allman,F,64,1678.97,Low,Working,114523.2,0,358,Semi-Urban,182586.95,80166.24
C-35838,Jackson Zayac,F,51,1537.7,Low,Working,123347.42,3,815,Rural,144017.29,80175.82
C-21498,Fanny Slaugh,M,21,2836.78,Low,Working,123359.81,3,191,Rural,188339.8,80183.88
C-1012,Xenia Mijangos,M,18,1861.86,Low,Working,106913.52,3,924,Rural,164977.13,80185.14
C-7211,Myrl Nelligan,M,28,2972.8,Low,Working,114551.13,4,734,Urban,162386.85,80185.79
C-6937,Janelle Jarnigan,M,62,1586.94,High,Pensioner,114564.85,2,59,Rural,163857.11,80195.4
C-3979,Francie Bostic,F,61,2365.73,High,Pensioner,114573.62,2,825,Semi-Urban,186403.56,80201.53
C-42677,Nakita Montana,M,47,3981.08,Low,Commercial associate,80206.43,2,413,Urban,98931.53,80206.43
C-36149,Hilde Than,M,18,3946.39,Low,State servant,114590.86,2,122,Semi-Urban,165844.9,80213.6
C-27726,Candy Medeiros,M,58,1871.1,Low,Working,114604.78,3,970,Semi-Urban,172031.14,80223.35
C-31104,Zoraida Knutsen,M,64,1926.85,High,Pensioner,114605.79,2,913,Semi-Urban,203448.65,80224.05
C-25919,Sade Hudnall,F,36,3815.41,Low,State servant,123422.25,1,473,Semi-Urban,205975.86,80224.46
C-39416,Bernadine Abell,M,63,1843.03,Low,Working,114616.1,3,406,Semi-Urban,195410.46,80231.27
C-36248,Pamula Libbey,F,27,1896.89,Low,Commercial associate,100296.37,3,79,Semi-Urban,163586.7,80237.1
C-19581,Zelda Boddie,F,27,3362.1,Low,Working,100299.64,3,710,Semi-Urban,167811.68,80239.71
C-24512,Melonie Zieman,F,62,2115.66,High,Pensioner,106994.11,2,858,Semi-Urban,137368.43,80245.58
C-25900,Marylouise Ziebarth,F,46,2834.89,Low,Working,114636.87,0,677,Rural,199962.33,80245.81
C-20578,Sallie Lukes,F,22,1398.74,Low,Working,123491.45,2,396,Semi-Urban,186235.3,80269.44
C-24125,Sharri Nurse,M,49,3984.16,Low,State servant,123494.73,3,904,Semi-Urban,154557.06,80271.57
C-37366,Lorean Glazer,F,60,4906.99,High,Pensioner,100340.39,2,17,Semi-Urban,116024.07,80272.31
C-28402,Brittaney Fitzhugh,M,60,1395.75,High,Pensioner,114699.14,1,280,Semi-Urban,136350.96,80289.4
C-10400,Aleta Gosier,F,18,5601.38,Low,Commercial associate,100367.24,4,386,Urban,146329.59,80293.79
C-9849,Sherie Villalpando,M,27,2047.76,Low,Working,123544.07,0,668,Semi-Urban,213646.84,80303.65
C-24287,Walter Exner,M,18,2772.91,Low,Working,114722.17,2,999,Rural,157306.43,80305.52
C-10538,Josette Hepler,F,34,1950.22,Low,Working,114722.33,2,243,Semi-Urban,169319.34,80305.63
C-4730,Silvana Zieman,M,36,2367.87,Low,Working,100397.95,0,167,Semi-Urban,114571.91,80318.36
C-14749,Kristeen Godbout,F,25,1512.19,Low,Working,107099.8,1,901,Semi-Urban,132211.19,80324.85
C-26262,Izetta Rouse,M,18,2642.51,Low,Working,123592.37,3,9,Rural,217141.35,80335.04
C-37044,Suzanna Bold,M,18,2190.01,Low,Working,114767.7,1,903,Semi-Urban,142414.4,80337.39
C-25545,Nolan Graziano,M,18,929.18,Low,Commercial associate,114786.45,2,290,Semi-Urban,199066.08,80350.52
C-39131,Teri Seegmiller,M,28,5616.72,Low,Commercial associate,114819.82,2,320,Urban,167911.73,80373.87
C-16943,Adrianna Beaulieu,F,18,3148,Low,Working,114822.65,3,325,Semi-Urban,216202.45,80375.86
C-33658,Adina Vancleave,M,63,1327.72,Low,Working,107176.6,2,954,Semi-Urban,155996.06,80382.45
C-4843,Ivory Mcclean,F,64,1961.31,Low,State servant,114833.31,2,601,Semi-Urban,182179.85,80383.32
C-18678,Antonietta Beckmann,F,65,1228.93,High,Pensioner,114838.67,0,854,Semi-Urban,135903.84,80387.07
C-26722,Keva Archibald,M,25,2281.76,Low,Working,123702.58,2,898,Semi-Urban,222126.18,80406.68
C-3411,Dwain Wess,M,22,2741.38,Low,Working,100514.8,3,289,Semi-Urban,181919.83,80411.84
C-27091,Krystin Devita,M,45,3195.8,Low,Working,100535.5,2,369,Semi-Urban,161029.28,80428.4
C-4709,Jamey Lizaola,M,47,978.61,Low,Working,114944.5,2,483,Semi-Urban,213737.08,80461.15
C-13008,Shaquana Koga,F,49,2454.63,Low,Working,114956.88,2,100,Semi-Urban,127020.04,80469.82
C-220,Antonio Bingham,F,56,2850.03,Low,Commercial associate,114972.88,2,286,Semi-Urban,192624.29,80481.02
C-35042,Alayna Batdorf,M,61,2285.99,Low,Commercial associate,115017.13,2,850,Semi-Urban,205239.27,80511.99
C-19246,Jeannette Jarrard,M,63,4152.92,Low,Commercial associate,115088.13,0,68,Urban,153669.14,80561.69
C-7913,Tara Duhart,F,46,2746.56,Low,Commercial associate,115095.8,2,74,Semi-Urban,165053,80567.06
C-26650,Kathi Hoopes,F,42,3378.66,Low,Working,115113.54,2,927,Semi-Urban,194449.74,80579.48
C-35841,Nana Hemmings,M,59,4129.71,Low,Commercial associate,115138.34,4,800,Urban,174569.06,80596.84
C-30444,Nakita Gossard,M,34,1220,Low,State servant,115142.95,2,773,Rural,175872.06,80600.06
C-122,Wes Aispuro,F,54,2687.09,Low,Working,124000.19,2,614,Rural,206950.59,80600.12
C-7319,Kenny Fail,F,51,1230.03,Low,Working,100755.57,2,21,Semi-Urban,144378.14,80604.46
C-1663,Maryanna Laughridge,F,27,1883.73,Low,Working,100767.44,2,500,Semi-Urban,134361.67,80613.95
C-30117,Kena Shook,F,60,2760.04,Low,Working,115164.31,2,642,Semi-Urban,213262.38,80615.02
C-30775,Iliana Lenhardt,F,30,1103.3,Low,Working,115203.05,1,283,Semi-Urban,160003,80642.13
C-7609,Selena Shen,F,59,1561.04,Low,Working,124070.6,3,953,Rural,183272.93,80645.89
C-19734,Crista Pavon,F,61,917.02,Low,State servant,115223.05,3,709,Semi-Urban,183508.39,80656.13
C-22429,Steve Roger,F,61,2146.38,Low,Working,124108.65,2,520,Semi-Urban,220782.6,80670.62
C-39858,Mickey Zayac,M,18,2492.45,Low,State servant,100851.05,2,995,Rural,183021.39,80680.84
C-34186,Jazmine Hepler,M,65,1528.35,High,Pensioner,115267.87,2,34,Semi-Urban,163256.94,80687.51
C-32763,Lesia Bober,M,26,2801.29,Low,Commercial associate,115313.84,2,118,Semi-Urban,204470.02,80719.69
C-13822,Marietta Gallman,F,28,1698,Low,Working,115318.57,4,948,Semi-Urban,136283.54,80723
C-16926,Alysa Libbey,M,38,2355.71,Low,Working,124192.05,3,831,Semi-Urban,204162.51,80724.83
C-40719,Fumiko Funderburg,M,28,1756.29,Low,Working,107637.79,2,50,Rural,181117.83,80728.34
C-32007,Hilde Wicker,M,38,4388.6,Low,Working,124201.38,3,856,Semi-Urban,183905.75,80730.9
C-13925,Kathi Larue,F,42,4501.64,Low,Commercial associate,107664.44,2,875,Urban,189427.72,80748.33
C-21819,Leonel Corvin,M,23,1198.71,Low,State servant,124244.27,4,622,Rural,138111.87,80758.78
C-22076,Krystina Ferber,M,39,1534.4,Low,Working,115378.14,1,496,Semi-Urban,136649.23,80764.7
C-5258,Hilde Biederman,M,60,2331.05,Low,Commercial associate,100958.54,0,649,Rural,138007.87,80766.83
C-16541,Lore Prokop,F,61,2677.33,Low,State servant,100960.54,2,197,Semi-Urban,180578.54,80768.43
C-18727,Brittaney Taube,F,64,2025.47,High,Pensioner,100963.86,2,220,Urban,139501.66,80771.09
C-35967,Lawerence Mullenax,M,41,3071.73,Low,Working,115392.51,2,535,Urban,200051.96,80774.76
C-21142,Loura Southworth,F,18,5326.11,Low,Working,115393.36,2,184,Semi-Urban,152543.21,80775.35
C-33888,Ha Voltz,M,58,4849.21,Low,Commercial associate,124287.93,3,451,Rural,194119.62,80787.15
C-24872,Larae Atkins,F,61,2345.54,Low,Commercial associate,115416.48,2,763,Semi-Urban,129181.35,80791.54
C-32453,Sidney Diangelo,M,23,4354.61,Low,Commercial associate,115419.3,3,666,Urban,206457.95,80793.51
C-3412,Sebastian Nelligan,F,23,2541.97,Low,Working,115428.39,3,463,Semi-Urban,134372.91,80799.87
C-40655,Lakiesha Towry,M,63,2104.26,High,Pensioner,115436.21,2,844,Semi-Urban,191491.88,80805.35
C-29543,Caroline Laughridge,F,29,3527.16,Low,Working,124334.76,0,276,Semi-Urban,206759.08,80817.59
C-26346,Albertina Zerby,F,49,1370.73,Low,Working,115478.14,3,543,Semi-Urban,134814.52,80834.7
C-1647,Melinda Shaughnessy,F,41,2572.06,Low,Working,115480.85,3,843,Semi-Urban,167998.18,80836.6
C-10038,Merideth Felton,M,47,1763.45,Low,Working,124399.17,4,400,Semi-Urban,190551.31,80859.46
C-15486,Fabiola Conkle,M,49,2782.29,Low,State servant,115534.92,3,380,Semi-Urban,205638.23,80874.44
C-19856,Annika Engstrom,F,62,7068.97,Low,Commercial associate,124463.84,1,748,Semi-Urban,215826.9,80901.5
C-23877,Lorriane Lebsock,F,18,3072.78,Low,Commercial associate,101129.21,2,755,Rural,178574.26,80903.37
C-5320,Silas Delapaz,M,18,1726.39,Low,Working,107898.32,1,727,Semi-Urban,127752.99,80923.74
C-12443,Ned Raglin,F,31,1751.52,Low,Working,124498.95,2,452,Semi-Urban,229501.41,80924.32
C-13069,Tandra Ficklin,F,56,3307.18,Low,Commercial associate,124511.7,1,225,Semi-Urban,221080.23,80932.6
C-1041,Aleta Lebsock,F,64,2472.44,Low,Commercial associate,115625.39,2,574,Semi-Urban,177301.93,80937.77
C-36624,John Kellen,M,48,1575.1,Low,Commercial associate,124526.93,2,956,Semi-Urban,173916.21,80942.5
C-36855,Lacey Sikes,F,38,3021.95,Low,Commercial associate,115645.74,2,424,Urban,131765.79,80952.02
C-16777,Bert Eisele,M,56,2188.43,Low,Working,101221.53,2,359,Semi-Urban,148154.28,80977.22
C-25793,Vera Haggins,M,28,2338.22,Low,Working,115733.7,2,423,Semi-Urban,216169.95,81013.59
C-3287,Jenni Kegler,F,65,1662.77,High,Pensioner,115756.06,3,529,Semi-Urban,190552.79,81029.24
C-40586,Marylee Shook,F,60,1742.99,Low,Working,115760.32,4,418,Rural,207411.66,81032.22
C-34882,Carmelo Jiggetts,M,20,5084.27,Low,Commercial associate,115779.45,1,805,Urban,164620.58,81045.61
C-16024,Lorie Pecora,F,23,3467.09,Low,State servant,108066.13,2,443,Rural,162484.55,81049.6
C-4090,Deborah Rickman,M,45,4940.76,Low,Working,108069.68,1,204,Semi-Urban,182316,81052.26
C-23475,Lorie Bingaman,F,41,1921.69,Low,Working,108075.96,2,328,Semi-Urban,198646.01,81056.97
C-10403,Yolonda Lessman,M,44,2816.87,Low,Commercial associate,101324.07,0,437,Urban,165359.16,81059.26
C-34400,Darius Ratchford,F,47,3909.18,Low,Working,101328.56,2,996,Semi-Urban,111517.3,81062.85
C-17703,Lien Troester,M,39,3316.81,Low,Commercial associate,115818.06,2,181,Semi-Urban,147122.08,81072.64
C-22154,Tara Foushee,F,51,3416.98,Low,Working,115859.9,3,265,Semi-Urban,220095.24,81101.93
C-34951,Annika Strobel,F,18,2245.94,Low,State servant,108137.51,2,78,Urban,138875.17,81103.13
C-2377,Ozella Wideman,F,62,2914.18,High,Pensioner,108148.66,2,221,Semi-Urban,154604.18,81111.5
C-12726,Steve Ficklin,M,42,3278.28,Low,Commercial associate,115873.86,2,787,Urban,178456.3,81111.7
C-9080,Lin Cephus,F,27,1712.42,Low,Working,115901.3,4,620,Semi-Urban,207629.52,81130.91
C-8649,Ming Robbs,F,24,2434.22,Low,Working,101417.09,4,409,Semi-Urban,125172.79,81133.67
C-49518,Kyla Robbs,M,64,2148.81,Low,Working,108186.36,2,464,Rural,187333.44,81139.77
C-20108,Janel Kirst,M,47,2499.12,Low,Working,108197.89,4,446,Semi-Urban,202732.09,81148.42
C-40040,Jena Lovitt,F,27,1913.96,Low,Working,124849.6,2,901,Rural,207774.38,81152.24
C-15949,Millie Montana,M,28,1363.17,Low,Commercial associate,101442.67,2,29,Semi-Urban,164029.28,81154.14
C-32286,Frederica Chauncey,F,41,4642.99,Low,Commercial associate,124854.55,2,479,Semi-Urban,178034.48,81155.46
C-4883,Crista Densmore,F,18,1988.94,Low,Commercial associate,108217.91,2,250,Semi-Urban,153578.94,81163.43
C-33784,Francie Knipp,M,47,3020.87,Low,Working,108221.23,1,94,Semi-Urban,136472.57,81165.92
C-35071,Zelda Drolet,F,29,659.94,Low,Working,124880.67,3,218,Rural,229824.4,81172.44
C-36048,Livia Helbing,M,57,1175.86,Low,Working,101473.56,1,294,Semi-Urban,153957.26,81178.85
C-38394,Ming Bruss,F,60,1571.57,Low,Commercial associate,101477.94,2,550,Rural,127217.52,81182.35
C-35437,Antonio Binder,F,18,1637.24,Low,Working,115975.08,3,538,Semi-Urban,160826.31,81182.56
C-30270,Lien Tank,M,59,4818.44,Low,Commercial associate,124916.43,2,332,Semi-Urban,188677.14,81195.68
C-8223,America Twiford,F,50,3395.72,Low,Working,116001.24,0,724,Semi-Urban,210688.51,81200.87
C-14624,Tandra Pettiford,M,35,5062.14,Low,Working,101503.13,0,688,Rural,116893.32,81202.5
C-34345,Teri Falgoust,F,61,6639.65,Low,Commercial associate,116017.99,2,640,Urban,148685.32,81212.59
C-3238,Nichelle Fee,F,25,1957.82,Low,Working,108298.17,2,198,Semi-Urban,189694.74,81223.63
C-34376,Len Barlow,M,21,2526.73,Low,Working,124983.4,1,438,Semi-Urban,152044.31,81239.21
C-15553,Tandra Dutra,F,33,2416.94,Low,Commercial associate,116066.91,4,867,Rural,207504.25,81246.84
C-716,Priscilla Minton,F,27,1591.84,Low,Working,125051.67,4,47,Rural,169646.24,81283.59
C-22090,Joseph Vita,F,31,3088.5,Low,Working,125085.51,3,494,Semi-Urban,163782.83,81305.58
C-14055,Su Cudney,M,18,3091.68,Low,Working,125087.29,1,142,Semi-Urban,143743.61,81306.74
C-28740,Meghan Hutter,F,23,1370.7,Low,Working,116184.16,1,826,Semi-Urban,150811.47,81328.91
C-17766,Flora Geiser,F,49,6204.72,Low,Commercial associate,116189.58,2,343,Urban,187066.01,81332.71
C-21394,Necole Right,M,28,1995.02,Low,Working,116198.58,2,186,Semi-Urban,129876.27,81339.01
C-31650,Keva Minjares,M,51,2764.09,Low,Working,116248.88,2,445,Semi-Urban,199199.88,81374.22
C-33722,Brandon Arnhold,M,65,4238.05,High,Pensioner,108504.44,1,361,Semi-Urban,194087.21,81378.33
C-21753,Pattie Steffens,M,57,4140.51,Low,Commercial associate,116265.09,2,653,Urban,150524.47,81385.56
C-10091,Lesli Burkley,M,20,5877.8,Low,Working,116281.42,2,347,Rural,211563.59,81396.99
C-17143,Genoveva Taul,M,61,1916.29,High,Pensioner,125270.78,1,912,Semi-Urban,147547.73,81426.01
C-14254,Margrett Kimbrell,M,55,3476.31,Low,Working,108583.99,2,393,Urban,189139.73,81437.99
C-20547,Alyson Corvin,M,55,2012.15,Low,Working,116370.55,5,133,Semi-Urban,179632.4,81459.38
C-39851,Norene Kilgore,F,24,1922.34,Low,Working,125340.05,2,610,Rural,233170,81471.03
C-34774,Nelda Scotti,F,20,3959.23,Low,Working,101845.25,1,344,Semi-Urban,182316.77,81476.2
C-6917,Alan Paredez,F,31,2283.15,Low,Commercial associate,108641.19,0,779,Semi-Urban,144550.5,81480.89
C-38663,Jong Sharlow,F,33,2719.45,Low,Working,125362.08,2,611,Semi-Urban,202631.68,81485.35
C-2535,Maryln Tome,F,35,2044.31,Low,Working,116408.22,0,963,Semi-Urban,163432.32,81485.75
C-18645,Levi Knapp,M,47,3091.51,Low,Commercial associate,116413.52,2,279,Semi-Urban,149084.79,81489.46
C-29194,Stella Cree,M,33,3180.09,Low,Working,116439.96,2,643,Semi-Urban,172216.72,81507.97
C-39899,Sidney Gonzalas,M,61,3854.19,High,Pensioner,101887.53,2,21,Rural,117849.35,81510.02
C-16524,Ivory Villicana,F,27,2896.7,Low,Working,116460.13,3,500,Semi-Urban,203064.89,81522.09
C-23476,Noelle Escamilla,M,46,1057.81,Low,State servant,116473.62,2,30,Semi-Urban,215668.79,81531.53
C-19147,Nicki Torrence,F,25,1888.06,Low,Commercial associate,125474.09,4,781,Semi-Urban,208693.11,81558.16
C-31323,Tandra Engler,F,62,3508.18,Low,Working,125476.37,3,702,Semi-Urban,152883.3,81559.64
C-26567,Kayleigh Stupka,F,50,3174.77,Low,Commercial associate,108773.16,1,950,Semi-Urban,169358.42,81579.87
C-8169,Terrance Scull,F,32,2019.51,Low,Working,116550.8,2,571,Semi-Urban,205144.03,81585.56
C-12570,Steve Malloy,F,37,1869.55,Low,State servant,116552.97,3,994,Semi-Urban,168141.26,81587.08
C-5838,Annelle Bayne,F,41,1464.33,Low,Working,116566.19,2,633,Semi-Urban,165840.51,81596.33
C-26330,Luciano Hoopes,F,36,2346.77,Low,Working,108796.31,3,295,Semi-Urban,135158.14,81597.23
C-41026,Brenton Kanagy,F,49,3433.79,Low,Working,116578.55,2,574,Semi-Urban,132143.41,81604.98
C-34641,Tara Nalls,M,60,1664.94,Low,Working,108815.51,4,876,Semi-Urban,170610.49,81611.63
C-10593,Maudie Leedy,M,61,1048.98,High,Pensioner,108818.39,2,68,Semi-Urban,161578.39,81613.79
C-40743,Kenny Days,F,58,2080.05,Low,Working,102028.8,2,393,Semi-Urban,130686.51,81623.04
C-39651,Mara Voll,M,18,2070.58,Low,Working,116625.88,2,864,Rural,156166.15,81638.12
C-14401,Christiana Meints,F,35,2086.29,Low,Working,108866.36,0,901,Semi-Urban,134745.38,81649.77
C-5293,Sharita Melendez,F,24,2309.47,Low,Working,125622.15,4,675,Urban,222443.89,81654.4
C-20742,Setsuko Libbey,F,62,3071.25,High,Pensioner,102082.38,1,462,Semi-Urban,158871.89,81665.9
C-32251,Larae Boruff,M,30,3840.66,Low,Commercial associate,108887.94,2,454,Semi-Urban,199160.29,81665.96
C-35090,Rolf Tietjen,F,61,3125.52,Low,Working,125678.26,3,901,Semi-Urban,149047.13,81690.87
C-34945,Gertrud Seigler,M,37,5142.22,Low,Commercial associate,102128.25,1,816,Semi-Urban,120339.77,81702.6
C-9873,Azucena Vasquez,F,28,4682.33,Low,Working,116739.84,1,861,Semi-Urban,190200.73,81717.89
C-40273,Felicita Aumick,F,28,3110.31,Low,Commercial associate,108985.29,3,464,Semi-Urban,154637.03,81738.97
C-2501,Enid Varona,M,36,2168.59,Low,Working,116775.45,2,726,Semi-Urban,167353.78,81742.81
C-38917,Pam Tramel,M,63,1279.51,High,Pensioner,109001.7,1,754,Semi-Urban,199588.75,81751.27
C-21477,Mana Uzzle,M,64,1410.84,High,Pensioner,116807.56,2,294,Semi-Urban,132211.28,81765.29
C-38319,Sadie Winton,M,21,3455.93,Low,Working,116813.54,2,745,Semi-Urban,157196.13,81769.48
C-28100,Edna Renfroe,M,18,995.54,Low,Working,109058.06,4,427,Semi-Urban,179502.28,81793.54
C-16238,Rebecka Staton,M,36,2816.91,Low,Commercial associate,102252.03,1,208,Semi-Urban,179289.1,81801.62
C-36147,Danica Kirwin,F,18,1261.54,Low,Working,116912.6,2,871,Urban,195669.31,81838.82
C-37733,Mara Chace,F,51,2048.87,Low,Working,116918.46,3,487,Semi-Urban,134610.31,81842.92
C-18603,Alysia Stupka,M,42,2069.26,Low,Working,109145.37,3,929,Semi-Urban,144304.79,81859.03
C-32542,Benton Davies,F,65,3507.71,High,Pensioner,125948.14,2,830,Rural,200543.88,81866.29
C-29042,Edna Burfield,M,49,3251.05,Low,Working,125956.31,2,858,Rural,163155.14,81871.6
C-13797,Sharita Newhall,M,60,2299.81,Low,Working,109172.2,2,313,Semi-Urban,143400.75,81879.15
C-10800,Riley Zamorano,M,18,1630.76,Low,Working,125977.85,4,293,Semi-Urban,182887.2,81885.6
C-25057,Walter Treadwell,F,51,2126.51,Low,State servant,116986.13,2,322,Rural,140158.67,81890.29
C-24370,Regenia Gurr,F,18,1288.95,Low,Commercial associate,117002.87,4,825,Semi-Urban,167734.44,81902.01
C-18609,Evelyne Breeden,M,44,1950,Low,Working,126008.25,0,29,Urban,190156.56,81905.36
C-34818,Bethany Cephus,M,59,3265.61,Low,Commercial associate,117039.04,3,587,Semi-Urban,205330.58,81927.33
C-5009,Jacklyn Priester,M,18,3013.89,Low,Working,109259.65,2,209,Rural,190801.49,81944.74
C-19861,Beatriz Ames,F,62,1994.77,High,Pensioner,117064.23,2,3,Semi-Urban,136179.52,81944.96
C-21114,Bridget Curry,F,47,2035.67,Low,Working,117071.09,0,194,Semi-Urban,136619.38,81949.76
C-31079,Idalia Donato,F,45,3992.55,Low,State servant,102437.48,3,518,Urban,180862.23,81949.98
C-14100,Blossom Sax,F,65,2415.81,High,Pensioner,109276.58,1,355,Semi-Urban,128200.6,81957.44
C-19413,Houston Labombard,F,63,2014.33,Low,State servant,102457.05,0,304,Semi-Urban,171195.18,81965.64
